UID,Subtype,Classification
NFU624QBE,H1N2,Suidae
WHK840RLG,H1N1,Suidae
UFF255ZBK,H1N2,Suidae
ULB582IOL,H1N2,Suidae
PKH081TDD,H1N2,Suidae
ZDA608UYA,H1N1,Suidae
QSL254ZHX,H1N1,Suidae
EIU604DIG,H3N2,Suidae
NSS279JUV,H1N1,Suidae
VOO076AEU,H1N1,Suidae
QEC938ANE,H1N1,Suidae
JRO311IJP,H1N1,Suidae
YGG509SZQ,H1N1,Suidae
PQN272PET,H1N1,Suidae
QTF941BXA,H1N1,Suidae
HCO230EDE,H1N2,Suidae
KSD049DMK,H1N1,Suidae
LDZ876JQQ,H1N1,Suidae
PLW625TBJ,H1N1,Suidae
HEV622SDQ,H1N1,Suidae
VDS494EVX,H1N2,Suidae
GYH479CYW,H1N1,Suidae
MEW810MIX,H1N2,Suidae
UXC928ZOI,H3N2,Suidae
DXO076JNH,H1N1,Suidae
FJW250LHF,H1N2,Suidae
MZP359NUV,H1N1,Suidae
CCQ787NOT,H1N2,Suidae
NBH814EKE,H1N1,Suidae
BWT900XIM,H1N2,Suidae
AQX043EPW,H3N2,Suidae
CHL716AGT,H1N1,Suidae
NVW399KPA,H1N1,Suidae
DMX963LLN,H1N1,Suidae
BFE723FRT,H1N1,Suidae
UET439SMY,H1N1,Suidae
INL254QLR,H1N1,Suidae
IVS218CEO,H1N1,Suidae
JMK637DER,H1N1,Suidae
QTB179BKG,H1N2,Suidae
OTM083EQJ,H1N2,Suidae
QHK612VFI,H1N1,Suidae
CMG133EXH,H1N2,Suidae
OVF227IUS,H1N2,Suidae
ORC571OWY,H1N2,Suidae
CSO953MIZ,H1N1,Suidae
YDF542TSR,H1N1,Suidae
HGR155DPG,H1N2,Suidae
WWX222TFV,H1N2,Suidae
JUV727YQJ,H1N2,Suidae
ATC676CDY,H1N2,Suidae
SDL300LTZ,H1N2,Suidae
RBQ798HNV,H1N2,Suidae
LPL728UIK,H4N6,Avian
HAQ093ZWE,H1N1,Suidae
IDL440HIR,H1N1,Suidae
RFZ572BGW,H1N2,Suidae
BLS930QOE,H1N2,Suidae
KLH210EQD,H1N1,Suidae
BQJ616WKI,H1N2,Suidae
EQT173IAL,H1N1,Suidae
JMD091LZP,H1N1,Suidae
ZDV168VHK,H1N2,Suidae
DOT914OWJ,H1N1,Suidae
GQU225FND,H1N1,Suidae
AHK050SUA,H1N2,Suidae
NZU597DKH,H5N6,Suidae
XOW518JFO,H1N1,Suidae
AGU655XSE,H1N1,Suidae
YZT649NJR,H1N1,Suidae
VUH431JEB,H1N2,Suidae
CAD691SVB,H1N2,Suidae
EMR151UWK,H1N2,Suidae
OND949FJK,H1N1,Suidae
KPP124ZON,H1N2,Suidae
SSB752HLG,H1N1,Suidae
KZB008ZFA,H1N1,Suidae
XCT049SKH,H1N2,Suidae
JOP674WRH,H1N2,Suidae
TEQ924EMW,H4N8,Suidae
RMT245UWB,H6N6,Suidae
KEQ427OQQ,H3N2,Suidae
EBD576GFZ,H1N1,Suidae
ADO793BWX,H1N2,Suidae
RAO112DPA,H1N1,Suidae
RJZ608QRG,H1N2,Suidae
HHT070NYD,H1N1,Suidae
DGD894BWV,H9N2,Suidae
XCW919JVK,H5N1,Suidae
KKB679OAH,H1N1,Suidae
ACA213RTS,H3N2,Suidae
UXQ012PIW,H1N2,Suidae
LJQ865UWA,H1N2,Suidae
MXH365SXC,H1N1,Suidae
GMU272LYC,H1N1,Suidae
YJF260BOP,H1N1,Suidae
PDH563ZDJ,H1N1,Suidae
KPE960ZTI,H1N1,Suidae
EIW095PST,H1N1,Suidae
GLR391UOE,H1N1,Suidae
VKX987QFX,H1N1,Suidae
CED594YRU,H1N1,Suidae
CFQ918WRG,H1N2,Suidae
BPL423QWG,H1N2,Suidae
ZGK938ZIX,H1N1,Suidae
IRY643YXE,H1N2,Suidae
ANM027PTS,H1N2,Suidae
UAL944NUQ,H1N2,Suidae
AUR798MNM,H1N1,Suidae
DJE060LXA,H1N1,Suidae
WQL814KXI,H1N1,Suidae
TUE897UWU,H1N2,Suidae
QCL661XLG,H1N1,Suidae
LVB299NMB,H1N1,Suidae
QNP506WBZ,H1N1,Suidae
THS001UYB,H1N1,Suidae
SPN928RWG,H1N2,Suidae
OEN831ZZG,H1N1,Suidae
PBT054BJP,H1N2,Suidae
DXI262AON,H1N1,Suidae
CYB058XQK,H1N2,Suidae
ODX878OKZ,H1N1,Suidae
ROE998RSA,H1N2,Suidae
MDJ872GRU,H1N2,Suidae
HJY227EUL,H1N2,Suidae
ESR552ZBX,H1N2,Suidae
MUD924YPA,H1N2,Suidae
SBX954EQR,H1N1,Suidae
SBU349LWX,H1N1,Suidae
YKQ900IHT,H1N1,Suidae
ZEE270XQQ,H1N1,Suidae
ATK566VKY,H1N1,Suidae
ZQM616JRW,H1N1,Suidae
SGB271WKE,H1N1,Suidae
NAQ367DNB,H1N1,Suidae
NJL580RDY,H1N1,Suidae
VJJ554PLS,H1N1,Suidae
XTQ153QYC,H1N2,Suidae
LVU230UCU,H1N1,Suidae
UHB064ZFQ,H1N1,Suidae
EJI707ZVH,H1N1,Suidae
GAT385OQL,H1N1,Suidae
SII457HBK,H1N1,Suidae
WTJ569SXR,H1N2,Suidae
FFQ441HFD,H1N1,Suidae
UBW059IOB,H1N1,Suidae
DOB817ZWV,H1N1,Suidae
MTC141PRO,H1N2,Suidae
AXG371HLI,H1N1,Suidae
IVN416QYX,H1N1,Suidae
PVC886ZRH,H1N2,Suidae
RHM906ZIF,H1N1,Suidae
AGA050DRV,H1N1,Suidae
LXC706RWU,H1N1,Suidae
XXV243NCR,H1N2,Suidae
PMZ200KYE,H1N2,Suidae
QXV808IOA,H1N1,Suidae
ABL015BDR,H1N1,Suidae
WNE473DKQ,H1N2,Suidae
DPT258JOG,H1N2,Suidae
PCU832LMC,H9N2,Suidae
SQR307EZY,H1N1,Suidae
ELG524NMZ,H1N2,Suidae
TWD209OGV,H1N2,Suidae
CEX722OUX,H10N5,Suidae
FTZ071MYM,H3N2,Suidae
OEY673GQK,H1N1,Suidae
CFS300PTE,H1N1,Suidae
CHP811QIR,H1N1,Suidae
AEK044BKK,H1N1,Suidae
NYU694MMY,H1N1,Suidae
CBT722OOX,H1N1,Suidae
IMD913EYP,H1N1,Suidae
MWM606STG,H1N2,Suidae
ESR614MOZ,H1N1,Suidae
YTB698SOS,H1N1,Suidae
DWM693JRJ,H1N1,Suidae
SHT569LOZ,H1N2,Suidae
UIM518WEV,H1N1,Suidae
ABY201LCB,H1N1,Suidae
ILZ084XNC,H1N1,Suidae
TLK944SYL,H1N2,Suidae
JON516NZB,H1N2,Suidae
XIH730PBA,H1N2,Suidae
KNR193EUY,H1N2,Suidae
GVG338MXO,H3N2,Suidae
JBY526HAT,H1N1,Suidae
KYV087LMR,H3N2,Suidae
CTK714DAF,H1N2,Suidae
XPH499MQA,H1N1,Suidae
QTC591RQL,H1N2,Suidae
QHC608ANE,H1N2,Suidae
NAQ517RVE,H1N1,Suidae
WLO289PHL,H1N2,Suidae
QMH674HAI,H1N2,Suidae
EKA596IYG,H1N1,Suidae
OPN979CGB,H1N1,Suidae
AKY492WDK,H1N1,Suidae
WRP221TMA,H1N1,Suidae
FRM128USB,H1N2,Suidae
XGQ615LON,H1N1,Suidae
EYU762LWW,H1N1,Suidae
DSY534BRX,H1N2,Suidae
LQP097BAS,H1N1,Suidae
ZKA679OFT,H1N2,Suidae
HQI889OIX,H3N2,Suidae
VPX672CUR,H1N2,Suidae
IBH583TMD,H1N1,Suidae
BJG530NNO,H1N1,Suidae
PKG295MFY,H1N1,Suidae
NAC344CJE,H1N1,Suidae
CSX764PZV,H1N2,Suidae
STP140BEW,H1N1,Suidae
DPV083ZQP,H1N1,Suidae
JNI646MCG,H1N1,Suidae
RLO028SQO,H1N1,Suidae
AMC786GUW,H1N2,Suidae
GOC045TTB,H1N2,Suidae
LET674BVF,H1N1,Suidae
GRF190IMC,H1N1,Suidae
ZCX551NNO,H1N1,Suidae
STH302JHX,H1N1,Suidae
RYO235HZS,H1N1,Suidae
JWM089UEB,H1N1,Suidae
PDB227OZG,H1N1,Suidae
ZLH935JMB,H1N1,Suidae
NNW325WCZ,H1N1,Suidae
HOL518KNK,H1N2,Suidae
JII848PML,H1N1,Suidae
GXA557NNJ,H1N1,Suidae
MGZ582FAR,H1N1,Suidae
KQP763RGI,H1N1,Suidae
MUE471IIP,H1N1,Suidae
PYC760NWJ,H1N2,Suidae
WMF931BKD,H1N1,Suidae
EET128WRA,H1N1,Suidae
BYS983WTY,H1N1,Suidae
BOL907YXU,H1N1,Suidae
QYB616KRN,H1N1,Suidae
TQZ878XUO,H1N2,Suidae
XEB246YXB,H1N1,Suidae
SHV099RAG,H1N1,Suidae
VUA329FQO,H3N2,Suidae
IUY203WBP,H1N1,Suidae
BIM006XJS,H1N1,Suidae
CGS393RAA,H1N2,Suidae
JQX325WJF,H1N2,Suidae
XTD866XJX,H1N1,Suidae
ISM694ENL,H3N2,Suidae
DQS297WFK,H1N2,Suidae
AKW434SUM,H1N1,Suidae
MMQ703OBR,H1N1,Suidae
OIZ450LVO,H1N2,Suidae
ZAU637MWE,H1N1,Suidae
QUL026GGE,H3N2,Suidae
HHU737CYQ,H1N1,Suidae
FTW304WZA,H1N2,Suidae
JHN444OMB,H3N2,Suidae
LKT766QZF,H1N1,Suidae
FUJ775MAB,H1N1,Suidae
YCT714WZT,H1N1,Suidae
ADK135PUK,H1N2,Suidae
INJ516JRC,H1N1,Suidae
DLE504ZCH,H1N2,Suidae
SAP008WHW,H1N2,Suidae
VGN474PBK,H1N1,Suidae
SAU635WIZ,H1N1,Suidae
JJS691HPY,H1N2,Suidae
SAD186DGY,H1N1,Suidae
JQP892ADS,H1N2,Suidae
XHV722CJE,H1N2,Suidae
ZGZ875GHR,H1N1,Suidae
VRU306DOV,H1N1,Suidae
NMM049OTH,H1N2,Suidae
QYY015FCQ,H1N2,Suidae
EVW443XJA,H1N1,Suidae
NQW189LEV,H1N2,Suidae
OWT209NUZ,H1N2,Suidae
RBL664KJR,H1N1,Suidae
MLO782XIN,H1N1,Suidae
RKJ755WWV,H1N2,Suidae
KTG756LJU,H1N2,Suidae
KMF576PVQ,H1N2,Suidae
ZZV188BAR,H1N2,Suidae
VRG088KPZ,H1N2,Suidae
RWR710PFC,H3N2,Suidae
ECX207ATD,H1N2,Suidae
TCE526ZEW,H1N2,Suidae
VDT414ICS,H1N2,Suidae
YSZ170NCQ,H1N2,Suidae
EIO403KXC,H1N1,Suidae
OUY289DPQ,H5N1,Suidae
OGG979YNK,H5N1,Suidae
HTD709FAJ,H9N2,Suidae
BZN041WEJ,H3N2,Suidae
RKV879USN,H3N2,Suidae
MCI288ONS,H7N2,Suidae
XAB290HET,H11N6,Suidae
KEU131MWT,H1N2,Suidae
PNS126KGA,H1N2,Suidae
CUB683MWD,H1N1,Suidae
AJG364GXS,H1N2,Suidae
FRA265UPC,H3N2,Suidae
KDX725NVG,H1N2,Suidae
YEZ543PUE,H3N6,Suidae
NPS003PKZ,H1N1,Suidae
KSG587FHK,H1N1,Suidae
HYG527HFO,H1N1,Suidae
ZYR471FNW,H1N2,Suidae
OVF066QUT,H1N2,Suidae
NEE210GYU,H1N2,Suidae
EYM929JEW,H1N2,Suidae
VLF270GYM,H5N2,Suidae
LSB162DBI,H3N2,Suidae
KUA607GSG,H1N2,Suidae
KKM212NQK,H1N2,Suidae
TOD543XKD,H1N2,Suidae
VFK911OFN,H1N2,Suidae
WVP001IDO,H1N2,Suidae
JDZ368TKA,H1N2,Suidae
LOY570LCK,H1N2,Suidae
LZA135SNV,H1N2,Suidae
DQV658VDR,H1N1,Suidae
OES584ICI,H1N1,Suidae
EGA889UQW,H1N1,Suidae
LIQ523WUH,H1N1,Suidae
NEJ913JOK,H1N1,Suidae
KMY378CHW,H1N1,Suidae
NLQ511COV,H3N2,Suidae
LDW614FAR,H1N1,Suidae
OQI705NGE,H3N2,Suidae
XGW309KKF,H3N2,Suidae
BDB075SVQ,H1N2,Suidae
QLT420QEC,H1N2,Suidae
CKV262YWZ,H1N2,Suidae
KOS588JIU,H3N2,Suidae
IQO396TNF,H3N2,Suidae
MQZ636GHX,H3N2,Suidae
WBX031VVV,H1N2,Suidae
VZQ937YYG,H3N2,Suidae
WDK424PQD,H1N2,Suidae
MHP036WWQ,H1N2,Suidae
YCF006GLN,H1N1,Suidae
GSD684LJY,H1N1,Suidae
WHI497CXC,H3N2,Suidae
TAX537CYI,H3N2,Suidae
OAF021FZL,H3N2,Suidae
UMJ896AEL,H1N2,Suidae
VDA514BMR,H1N1,Suidae
BGP731KMJ,H1N1,Suidae
KTM577DPD,H1N2,Suidae
UTW622WMH,H1N1,Suidae
MRZ845UVA,H1N2,Suidae
RVG440JYE,H3N2,Suidae
XEZ135VVW,H1N2,Suidae
FIJ452JKU,H3N2,Suidae
DSN759SRX,H1N2,Suidae
XOU387HRT,H1N2,Suidae
BTB530ETR,H1N2,Suidae
RZH456CEU,H5N2,Suidae
ZCV357XDT,H3N2,Suidae
GVR554VIS,H1N1,Suidae
AWT907RNN,H1N1,Suidae
HGC741ZKU,H1N1,Suidae
RVO054TRU,H1N1,Suidae
BFW703DQZ,H1N1,Suidae
JEC525QFN,H1N1,Suidae
VSE465MQQ,H1N2,Suidae
WGX077KIH,H1N1,Suidae
CFN202RIM,H1N1,Suidae
SLG358ZTF,H1N1,Suidae
XAQ045RKQ,H1N1,Suidae
DDG338DTX,H1N1,Suidae
FFE118PAY,H1N1,Suidae
EHV338LVC,H1N2,Suidae
JRX860JVY,H1N1,Suidae
LKD020BAL,H1N2,Suidae
AZV822WGS,H1N1,Suidae
JVZ107MKK,H1N1,Suidae
YJC953HLI,H1N1,Suidae
CXB219HQR,H1N1,Suidae
RXO064QBE,H1N2,Suidae
NPN370TUE,H1N1,Suidae
TYE249YLF,H1N2,Suidae
HMB637ZIR,H1N1,Suidae
EDE265NWC,H1N1,Suidae
KMU135ZZS,H1N2,Suidae
EIA827OZO,H1N1,Suidae
DRB369QGB,H1N2,Suidae
EPT813YFE,H1N1,Suidae
AVK028GGV,H3N2,Suidae
PNT996AUL,H1N1,Suidae
VHJ407TSM,H1N2,Suidae
GXI849VWE,H1N1,Suidae
KBT498NBA,H1N2,Suidae
IXC656YGB,H1N1,Suidae
RUF668WGK,H1N1,Suidae
GUQ027VFD,H1N2,Suidae
SXB378MZR,H1N1,Suidae
ZSC029ROS,H1N1,Suidae
KSD959BQI,H1N1,Suidae
WSY193SRT,H3N2,Suidae
BBB104ZDG,H1N1,Suidae
IND354JPE,H2N3,Suidae
FJE292FRV,H3N2,Suidae
NVB566ROO,H3N2,Suidae
RNT555EJU,H1N2,Suidae
GJH182SQB,H1N1,Suidae
DIN715KXV,H1N1,Suidae
IDC491OJY,H1N1,Suidae
WIY384BSD,H1N2,Suidae
KTV764WTH,H1N1,Suidae
KQM484NZS,H3N2,Suidae
QNV790TJM,H3N2,Suidae
QSD019WTC,H1N1,Suidae
ETE817DRN,H1N2,Suidae
NBI347SRV,H1N2,Suidae
SIX388KKL,H1N2,Suidae
CGW432LWQ,H1N1,Suidae
BQD794MCB,H1N1,Suidae
YJM340XFE,H1N1,Suidae
HVP978TOH,H1N1,Suidae
SYM748APM,H1N2,Suidae
VHC336BQG,H1N1,Suidae
GTL087GDA,H1N2,Suidae
OYG459NZN,H1N2,Suidae
PEV816GFS,H1N1,Suidae
SSR503WXU,H1N2,Suidae
MHP404MZZ,H1N1,Suidae
BUT550KWR,H1N1,Suidae
NKE506LHQ,H1N1,Suidae
ZUX768KAR,H1N1,Suidae
LBD304OZS,H3N2,Suidae
JZN040UZM,H1N2,Suidae
HLX772DQN,H3N2,Suidae
ETM017GUF,H1N1,Suidae
DDJ117CBN,H1N1,Suidae
ISS590MND,H1N1,Suidae
KZW518EOI,H1N1,Suidae
FDH495NTT,H1N1,Suidae
TZR836FMM,H1N2,Suidae
OJH481VDO,H1N1,Suidae
AUU952SZK,H1N1,Suidae
DYJ237JSO,H1N1,Suidae
INR660VBE,H1N1,Suidae
YJS676SBM,H1N1,Suidae
CUF007ZWX,H3N2,Suidae
NWR200UOF,H1N1,Suidae
FUZ866LXO,H1N1,Suidae
PWB180ENS,H1N2,Suidae
LTA748KQO,H1N1,Suidae
DQL397UYB,H1N1,Suidae
TAL477KCJ,H1N1,Suidae
UTK639RRR,H3N1,Suidae
HTF816QRT,H1N1,Suidae
DDL144XBG,H3N2,Suidae
GWG058OQA,H1N1,Suidae
DJD625FSJ,H1N1,Suidae
PKD136IUN,H1N1,Suidae
YUC585HZM,H1N1,Suidae
NQH181KJX,H1N1,Suidae
QVG897WMT,H1N1,Suidae
RTS906CSM,H1N1,Suidae
RTR245GDC,H1N1,Suidae
ZGB759HSE,H1N1,Suidae
QQN810CXH,H1N2,Suidae
BBQ651RZP,H1N1,Suidae
BBW500FGR,H1N1,Suidae
AGC657GKG,H1N1,Suidae
FEG996APT,H1N1,Suidae
VOZ355HAY,H3N2,Suidae
GRA932ZXZ,H1N1,Suidae
GXK985LNR,H1N1,Suidae
RGK883JTU,H1N1,Suidae
HYU500POA,H1N1,Suidae
PMF608WLQ,H1N1,Suidae
WUM556YSE,H1N1,Suidae
EKF705BXA,H1N2,Suidae
HNF587DLA,H1N1,Suidae
MQK389PSV,H1N1,Suidae
QVI059HOC,H1N1,Suidae
MTJ793WXE,H3N2,Suidae
WAI098UTR,H3N2,Suidae
AUO397JQQ,H3N2,Suidae
OAV239OCY,H1N1,Suidae
OKU447JQO,H1N2,Suidae
ZRY873DPQ,H3N2,Suidae
JYL762RRK,H1N1,Suidae
QDB635UPE,H1N1,Suidae
LGH815YBY,H1N1,Suidae
PHI334DLL,H1N2,Suidae
OCW278CXD,H1N1,Suidae
NXV116PVM,H1N2,Suidae
XAU712GZQ,H1N2,Suidae
XRT416YCU,H1N2,Suidae
ORI829FHM,H1N2,Suidae
QPS991DRU,H1N1,Suidae
LKW650VWV,H1N1,Suidae
NET096IVS,H1N1,Suidae
XLO028ZYP,H1N1,Suidae
QAP251CYB,H1N1,Suidae
SEJ526UUK,H1N2,Suidae
ZBL041ZWJ,H1N1,Suidae
HVD814VGG,H1N2,Suidae
SOZ685SOF,H1N1,Suidae
SGR764LHY,H1N1,Suidae
YSA952FPF,H1N1,Suidae
BRF315ANF,H1N1,Suidae
KCH101UOU,H1N1,Suidae
INT246MAK,H1N2,Suidae
AKC681NUJ,H1N1,Suidae
AHT885BBC,H1N1,Suidae
WIG382VFA,H1N1,Suidae
DIO970AYU,H1N1,Suidae
ZAZ642FND,H1N1,Suidae
HAR380PFI,H1N1,Suidae
SDT551VBS,H1N1,Suidae
EHH104CGV,H1N1,Suidae
FJQ291TRG,H3N2,Suidae
ZWS592GTT,H3N2,Suidae
CDL944HGH,H3N2,Suidae
YXF901ODX,H3N2,Suidae
QIA527YZG,H3N2,Suidae
DZA547XVP,H3N2,Suidae
NTD137VLD,H3N2,Suidae
OFG062HTS,H1N1,Suidae
VCP710BIF,H1N1,Suidae
BPX551PKV,H1N1,Suidae
VMA835OSB,H1N2,Suidae
VIA024AUH,H1N2,Suidae
DCC560FOQ,H1N1,Suidae
HTW185MSW,H3N2,Suidae
NLP115SOR,H3N2,Suidae
CZG136GVE,H3N2,Suidae
GZZ786KIT,H1N1,Suidae
AAA538IHF,H3N2,Suidae
YEV513ZDV,H1N1,Suidae
EHV996QAK,H3N2,Suidae
PRB519XLH,H1N2,Suidae
ZPS629KJE,H1N1,Suidae
KYG635ACO,H1N2,Suidae
WTT079HWD,H1N1,Suidae
EPK971DIY,H5N1,Suidae
GIX319LET,H1N1,Suidae
ZPP554VOJ,H1N2,Suidae
FWL693ZBY,H1N1,Suidae
KUU607CZP,H1N1,Suidae
KUD836FCR,H1N2,Suidae
THZ701ZXA,H1N2,Suidae
CDR153DDU,H1N1,Suidae
RJD905DOQ,H1N1,Suidae
HFM161TIF,H1N1,Suidae
RPK061QNC,H1N1,Suidae
NRO384BYK,H1N1,Suidae
KYI430OZS,H1N2,Suidae
COW406XBA,H1N1,Suidae
YZP482CSN,H1N2,Suidae
SQW321CZC,H1N1,Suidae
QNH533RMZ,H1N2,Suidae
DSW966TKP,H3N2,Suidae
PSH277JBI,H3N2,Suidae
DOG100VIF,H3N2,Suidae
CKO680TUT,H1N1,Suidae
QFK412KHR,H1N1,Suidae
ZXL429JWZ,H1N1,Suidae
BLP037PKK,H1N1,Suidae
PUI379QZQ,H1N2,Suidae
HFJ738UAI,H1N2,Suidae
JHS641LKF,H1N1,Suidae
JYB759VJM,H3N1,Suidae
GUV447TVS,H1N1,Suidae
NPG226PPD,H1N1,Suidae
YOM545CCF,H1N1,Suidae
DMN190RJE,H1N1,Suidae
FNM184EQU,H1N1,Suidae
YEZ951SQB,H3N2,Suidae
RHB670GTN,H1N1,Suidae
MHA904VXP,H1N1,Suidae
LDS379FFX,H1N1,Suidae
FKT975QEF,H1N2,Suidae
MRP337HDS,H1N1,Suidae
XII866GAI,H1N1,Suidae
XAQ233DRR,H1N1,Suidae
GAB675CHL,H1N1,Suidae
ZLZ748HXZ,H3N2,Suidae
OYY651TTW,H3N2,Suidae
GST552FYS,H1N1,Suidae
HEE298ZYR,H3N2,Suidae
FPK220XAE,H1N2,Suidae
RMW904PYL,H1N1,Suidae
MWA036UMH,H3N2,Suidae
BMG985EUO,H1N2,Suidae
PXK560NCO,H3N2,Suidae
DVU808ULK,H3N2,Suidae
LHS720LZP,H1N1,Suidae
KLR018KIC,H1N1,Suidae
UJN825KSU,H1N1,Suidae
XIQ552XHL,H1N1,Suidae
ZOG418WLS,H1N1,Suidae
NRM944RLW,H1N1,Suidae
SRH226LQD,H1N1,Suidae
UAG367CQZ,H6N6,Suidae
QJM843TZJ,H9N2,Suidae
XXG108DSA,H5N1,Suidae
UVQ746TWU,H1N2,Suidae
WOM100IDF,H3N2,Suidae
ZOU364IRU,H1N2,Suidae
AWV869FBW,H9N2,Avian
JMX433TME,H9N2,Avian
OGT275JLC,H4N8,Avian
VOE973XNG,H9N2,Avian
ZTZ895WUC,H5N2,Avian
AXU799FUV,H5N3,Avian
GTU769TFC,H1N1,Hominidae
NER028NKB,H3N2,Hominidae
PJW573HGU,H4N6,Avian
DAV898ZNE,H1N1,Hominidae
RLP792FLZ,H1N1,Suidae
JDF759CAC,H5N3,Avian
HLK229GBJ,H4N8,Avian
AZQ417DVT,H8N3,Avian
PHQ871YWG,H1N1,Avian
SYR422JTU,H1N1,Suidae
VBM647JDY,H1N2,Suidae
DYV177GVR,H9N2,Avian
SRI046MVE,H1N1,Suidae
PIU150CNR,H5N2,Avian
HRN550GXT,H5N2,Avian
